"id","wwmeasureid","submited_datetime","analysisdate","reportdate","fractionAnalyzed","value","notes","covtype_id","sampleid_id"
228,PAF_07102021_covN2_PE-COD,2022-03-03 09:12:49,2021-10-11,2021-10-11,liquid,1748249258,"",9,136
229,PAF_07102021_covE_PE-COD,2022-03-03 09:12:49,2021-10-11,2021-10-11,liquid,1568724036,"",3,136
230,LAR_03022022_covE_PE-COD,2022-03-08 11:29:38,2022-02-07,2022-02-07,liquid,20048539519,"",3,5
231,LAR_03022022_covN2_PE-COD,2022-03-08 11:29:38,2022-02-07,2022-02-07,liquid,28029209622,"",9,5
232,AYI_10012022_covE_PE-COD,2022-03-08 12:04:38,2022-01-10,2022-01-10,liquid,46132644301,"",3,120
233,PAR_09122021_covE_PE-COD,2022-03-08 12:49:11,2021-12-13,2021-12-13,liquid,988095238,"",3,263
234,PAR_09122021_covN2_PE-COD,2022-03-08 12:49:11,2021-12-13,2021-12-13,liquid,1467857143,"",9,263
235,PAR_24012022_covE_PE-COD,2022-03-08 13:03:14,2022-01-24,2022-01-24,liquid,80728717949,"",3,57
236,PAR_24012022_covN2_PE-COD,2022-03-08 13:03:14,2022-01-24,2022-01-24,liquid,49065641026,"",9,57
237,ANT_14022022_covN2_PE-COD,2022-03-15 10:14:20,2022-02-14,2022-02-14,liquid,22202162162,"",9,23
238,VAT_24022022_covE_PE-COD,2022-03-15 10:49:23,2022-02-28,2022-02-28,liquid,10699043367,"",3,7
239,VAT_24022022_covN2_PE-COD,2022-03-15 10:49:23,2022-02-28,2022-02-28,liquid,9770918367,"",9,7
240,PAF_10032022_covE_gc/L,2022-03-18 14:52:54,2022-03-14,2022-03-14,liquid,287350.0,"",2,40
241,PAF_10032022_covN2_gc/L,2022-03-18 14:52:54,2022-03-14,2022-03-14,liquid,145940.0,"",1,40
242,ANT_08032022_covE_PE-COD,2022-03-24 13:37:25,2022-03-08,2022-03-08,liquid,2711023622,"",3,155
243,ANT_08032022_covN2_PE-COD,2022-03-24 13:37:25,2022-03-08,2022-03-08,liquid,15961259843,"",9,155
244,PAR_03032022_covN2_PE-COD,2022-03-24 13:49:13,2022-03-07,2022-03-07,liquid,47348816568,"",9,96
245,AYI_14032022_covE_PE-COD,2022-03-24 13:55:41,2022-03-14,2022-03-14,liquid,66298765432,"",3,42
246,VAT_27012022_covE_gc/L,2022-02-11 11:36:34,2022-01-31,2022-01-31,liquid,51245.0,"",2,127
247,VAT_27012022_covN2_gc/L,2022-02-11 11:36:34,2022-01-31,2022-01-31,liquid,86035.0,"",1,127
248,ANT_14022022_covE_gc/L,2022-02-18 10:50:47,2022-02-14,2022-02-14,liquid,36815.0,"",2,23
249,ANT_14022022_covN2_gc/L,2022-02-18 10:50:47,2022-02-14,2022-02-14,liquid,149360.0,"",1,23
250,ANT_22022022_covE_gc/L,2022-02-24 11:08:48,2022-02-22,2022-02-22,liquid,80140.0,"",2,27
251,ANT_22022022_covN2_gc/L,2022-02-24 11:08:48,2022-02-22,2022-02-22,liquid,104330.0,"",1,27
252,LAR_08112021_covE_PE-COD,2022-02-28 14:32:51,2021-11-08,2021-11-08,liquid,285405405.4,"",3,203
253,LAR_08112021_covN2_PE-COD,2022-02-28 14:32:51,2021-11-08,2021-11-08,liquid,2140540540.5,"",9,203
254,LAR_09122021_covE_PE-COD,2022-02-28 15:17:58,2021-12-13,2021-12-13,liquid,434761904.8,"",3,264
255,LAR_09122021_covN2_PE-COD,2022-02-28 15:17:58,2021-12-13,2021-12-13,liquid,1257142857.1,"",9,264
256,ANT_14102021_covE_PE-COD,2022-02-28 15:54:11,2021-10-18,2021-10-18,liquid,640174664,"",3,164
257,ANT_14102021_covN2_PE-COD,2022-02-28 15:54:11,2021-10-18,2021-10-18,liquid,231147793,"",9,164
258,ANT_04112021_covE_PE-COD,2022-02-28 16:08:37,2021-11-08,2021-11-08,liquid,463881579,"",3,194
259,ANT_04112021_covN2_PE-COD,2022-02-28 16:08:37,2021-11-08,2021-11-08,liquid,1780263158,"",9,194
260,ANT_30122021_covE_PE-COD,2022-02-28 16:26:30,2022-01-03,2022-01-03,liquid,29804173355,"",3,309
261,ANT_30122021_covN2_PE-COD,2022-02-28 16:26:30,2022-01-03,2022-01-03,liquid,23860112,"",9,309
262,VAT_21102021_covE_PE-COD,2022-03-01 15:20:39,2021-10-25,2021-10-25,liquid,252856611,"",3,176
263,VAT_21102021_covN2_PE-COD,2022-03-01 15:20:39,2021-10-25,2021-10-25,liquid,447271881,"",9,176
264,VAT_18112021_covE_PE-COD,2022-03-01 16:46:02,2021-11-22,2021-11-22,liquid,4412790698,"",3,220
265,VAT_18112021_covN2_PE-COD,2022-03-01 16:46:02,2021-11-22,2021-11-22,liquid,5998197674,"",9,220
266,VAT_17012022_covE_PE-COD,2022-03-01 17:07:53,2022-01-17,2022-01-17,liquid,14255555556,"",3,14
267,VAT_17012022_covN2_PE-COD,2022-03-01 17:07:53,2022-01-17,2022-01-17,liquid,28194444444,"",9,14
268,AYI_13012022_covE_PE-COD,2022-03-08 12:05:31,2022-01-17,2022-01-17,liquid,25071020408,"",3,319
269,PAF_02122021_covE_PE-COD,2022-03-03 09:29:45,2021-12-06,2021-12-06,liquid,5047139303,"",3,252
270,PAF_02122021_covN2_PE-COD,2022-03-03 09:29:45,2021-12-06,2021-12-06,liquid,3445024876,"",9,252
271,PAF_24012022_covE_PE-COD,2022-03-03 09:47:16,2022-01-24,2022-01-24,liquid,39196029777,"",3,318
272,PAF_24012022_covN2_PE-COD,2022-03-03 09:47:16,2022-01-24,2022-01-24,liquid,34306079404,"",9,318
273,AYI_13012022_covN2_PE-COD,2022-03-08 12:05:31,2022-01-17,2022-01-17,liquid,33565714286,"",9,319
274,VAT_24022022_covE_gc/L,2022-03-03 10:57:28,2022-02-28,2022-02-28,liquid,76255.0,"",2,7
275,VAT_24022022_covN2_gc/L,2022-03-03 10:57:28,2022-02-28,2022-02-28,liquid,69640.0,"",1,7
276,AYI_22112021_covE_PE-COD,2022-03-03 13:35:59,2021-11-22,2021-11-22,liquid,171209169,"",3,227
277,PAF_11102021_covN2_PE-COD,2022-03-03 09:14:10,2021-10-11,2021-10-11,liquid,409181034,"",9,143
278,PAF_11102021_covE_PE-COD,2022-03-03 09:14:10,2021-10-11,2021-10-11,liquid,383735632,"",3,143
279,PAR_14102021_covE_PE-COD,2022-03-04 13:48:30,2021-10-18,2021-10-18,liquid,3225052411,"",3,167
280,PAR_14102021_covN2_PE-COD,2022-03-04 13:48:31,2021-10-18,2021-10-18,liquid,4224737945,"",9,167
281,LAR_07022022_covE_PE-COD,2022-03-08 11:30:23,2022-02-07,2022-02-07,liquid,22404945055,"",3,58
282,LAR_07022022_covN2_PE-COD,2022-03-08 11:30:23,2022-02-07,2022-02-07,liquid,9638095238,"",9,58
283,AYI_28022022_covE_PE-COD,2022-03-08 12:17:44,2022-02-28,2022-02-28,liquid,6816666667,"",3,59
284,AYI_28022022_covN2_PE-COD,2022-03-08 12:17:44,2022-02-28,2022-02-28,liquid,8491666667,"",9,59
285,PAR_13122021_covE_PE-COD,2022-03-08 12:49:53,2021-12-13,2021-12-13,liquid,1104044118,"",3,270
286,PAR_13122021_covN2_PE-COD,2022-03-08 12:49:53,2021-12-13,2021-12-13,liquid,3659926471,"",9,270
287,PAR_27012022_covE_PE-COD,2022-03-08 13:03:54,2022-01-31,2022-01-31,liquid,40228064516,"",3,20
288,PAR_27012022_covN2_PE-COD,2022-03-08 13:03:54,2022-01-31,2022-01-31,liquid,49510645161,"",9,20
289,AYI_18112021_covN2_PE-COD,2022-03-08 16:43:12,2021-11-22,2021-11-22,liquid,123149905,"",9,221
290,LIM_03032022_covE_gc/L,2022-03-11 11:48:40,2022-03-08,2022-03-08,liquid,81480.0,"",2,87
291,LIM_03032022_covN2_gc/L,2022-03-11 11:48:40,2022-03-08,2022-03-08,liquid,80970.0,"",1,87
292,ANT_03032022_covE_gc/L,2022-03-11 12:06:33,2022-03-08,2022-03-08,liquid,6031.5,"",2,94
293,ANT_03032022_covN2_gc/L,2022-03-11 12:06:33,2022-03-08,2022-03-08,liquid,90395.0,"",1,94
294,ANT_03012022_covE_PE-COD,2022-03-15 09:57:20,2022-01-03,2022-01-03,liquid,21619125000,"",3,316
295,ANT_03012022_covN2_PE-COD,2022-03-15 09:57:20,2022-01-03,2022-01-03,liquid,23546875000,"",9,316
296,VAT_31012022_covE_gc/L,2022-02-11 11:37:32,2022-01-31,2022-01-31,liquid,51280.0,"",2,19
297,ANT_07112021_covN2,,2021-11-08,2021-11-08,liquid,14160.0,"",1,215
298,VAT_31012022_covN2_gc/L,2022-02-11 11:37:32,2022-01-31,2022-01-31,liquid,41905.0,"",1,19
299,VAT_10022022_covE_gc/L,2022-02-18 10:52:07,2022-02-14,2022-02-14,liquid,83555.0,"",2,77
300,VAT_10022022_covN2_gc/L,2022-02-18 10:52:07,2022-02-14,2022-02-14,liquid,165850.0,"",1,77
301,VAT_17022022_covE_gc/L,2022-02-24 11:10:55,2022-02-21,2022-02-21,liquid,130300.0,"",2,82
302,VAT_17022022_covN2_gc/L,2022-02-24 11:10:55,2022-02-21,2022-02-21,liquid,103600.0,"",1,82
303,LAR_11112021_covE_PE-COD,2022-02-28 14:33:43,2021-11-15,2021-11-15,liquid,246492146.6,"",3,209
304,LAR_11112021_covN2_PE-COD,2022-02-28 14:33:43,2021-11-15,2021-11-15,liquid,1681675392.7,"",9,209
305,LAR_13122021_covE_PE-COD,2022-02-28 15:18:34,2021-12-13,2021-12-13,liquid,443156732.9,"",3,271
306,LAR_13122021_covN2_PE-COD,2022-02-28 15:18:34,2021-12-13,2021-12-13,liquid,1408388521,"",9,271
307,ANT_18102021_covE_PE-COD,2022-02-28 15:54:50,2021-10-18,2021-10-18,liquid,1041290944,"",3,170
308,ANT_18102021_covN2_PE-COD,2022-02-28 15:54:50,2021-10-18,2021-10-18,liquid,1826551060,"",9,170
309,ANT_08112021_covE_PE-COD,2022-02-28 16:09:11,2021-11-08,2021-11-08,liquid,284871795,"",3,215
310,ANT_08112021_covN2_PE-COD,2022-02-28 16:09:11,2021-11-08,2021-11-08,liquid,1901159951,"",9,215
311,VAT_25102021_covE_PE-COD,2022-03-01 15:21:25,2021-10-25,2021-10-25,liquid,711788820,"",3,183
312,VAT_25102021_covN2_PE-COD,2022-03-01 15:21:25,2021-10-25,2021-10-25,liquid,1210000000,"",9,183
313,VAT_22112021_covE_PE-COD,2022-03-01 16:47:09,2021-11-22,2021-11-22,liquid,1853469101,"",3,226
314,VAT_22112021_covN2_PE-COD,2022-03-01 16:47:09,2021-11-22,2021-11-22,liquid,1808511236,"",9,226
315,VAT_20012022_covE_PE-COD,2022-03-01 17:09:19,2022-01-20,2022-01-20,liquid,6516409692,"",3,3
316,VAT_20012022_covN2_PE-COD,2022-03-01 17:09:19,2022-01-20,2022-01-20,liquid,17808975771,"",9,3
317,AYI_17012022_covN2_PE-COD,2022-03-08 12:06:08,2022-01-17,2022-01-17,liquid,48500571429,"",9,11
318,PAF_06122021_covE_PE-COD,2022-03-03 09:30:21,2021-12-06,2021-12-06,liquid,2144659443,"",3,259
319,PAF_06122021_covN2_PE-COD,2022-03-03 09:30:21,2021-12-06,2021-12-06,liquid,1503645511,"",9,259
320,PAF_27012022_covE_PE-COD,2022-03-03 09:48:11,2022-01-31,2022-01-31,liquid,14414177215,"",3,72
321,PAF_27012022_covN2_PE-COD,2022-03-03 09:48:11,2022-01-31,2022-01-31,liquid,30731772152,"",9,72
322,PAR_21102021_covE_PE-COD,2022-03-08 12:31:00,2021-10-25,2021-10-25,liquid,675912921,"",3,178
323,VAT_28022022_covE_gc/L,2022-03-03 10:58:13,2022-02-28,2022-02-28,liquid,41270.0,"",2,91
324,VAT_28022022_covN2_gc/L,2022-03-03 10:58:13,2022-02-28,2022-02-28,liquid,75940.0,"",1,91
325,AYI_25112021_covE_PE-COD,2022-03-03 13:36:40,2021-11-29,2021-11-29,liquid,7090909091,"",3,234
326,AYI_25112021_covN2_PE-COD,2022-03-03 13:36:40,2021-11-29,2021-11-29,liquid,9212121212,"",9,234
327,PAF_14102021_covN2_PE-COD,2022-03-03 09:14:57,2021-10-18,2021-10-18,liquid,606423170,"",9,163
328,PAF_14102021_covE_PE-COD,2022-03-03 09:14:57,2021-10-18,2021-10-18,liquid,577910198,"",3,163
329,LAR_10022022_covE_PE-COD,2022-03-08 11:31:26,2022-02-14,2022-02-14,liquid,27783261803,"",3,22
330,LAR_10022022_covN2_PE-COD,2022-03-08 11:31:26,2022-02-14,2022-02-14,liquid,41273605150,"",9,22
331,AYI_17012022_covE_PE-COD,2022-03-08 12:06:08,2022-01-17,2022-01-17,liquid,31805714286,"",3,11
332,PAR_21102021_covN2_PE-COD,2022-03-08 12:31:00,2021-10-25,2021-10-25,liquid,153273876,"",9,178
333,PAR_16122021_covE_PE-COD,2022-03-08 12:51:57,2021-12-20,2021-12-20,liquid,655273438,"",3,277
334,PAR_16122021_covN2_PE-COD,2022-03-08 12:51:57,2021-12-20,2021-12-20,liquid,1506484375,"",9,277
335,PAR_31012022_covE_PE-COD,2022-03-08 13:04:32,2022-01-31,2022-01-31,liquid,95397500000,"",3,74
336,PAR_31012022_covN2_PE-COD,2022-03-08 13:04:32,2022-01-31,2022-01-31,liquid,130212500000,"",9,74
337,AYI_22112021_covN2_PE-COD,2022-03-08 16:44:01,2021-11-22,2021-11-22,liquid,226934097,"",9,227
338,LIM_07032022_covE_gc/L,2022-03-11 11:49:41,2022-03-08,2022-03-08,liquid,74715.0,"",2,154
339,LIM_07032022_covN2_gc/L,2022-03-11 11:49:41,2022-03-08,2022-03-08,liquid,131770.0,"",1,154
340,ANT_08032022_covE_gc/L,2022-03-11 12:07:44,2022-03-08,2022-03-08,liquid,15650.0,"",2,155
341,ANT_08032022_covN2_gc/L,2022-03-11 12:07:44,2022-03-08,2022-03-08,liquid,92140.0,"",1,155
342,ANT_06012022_covE_PE-COD,2022-03-15 10:00:18,2022-01-10,2022-01-10,liquid,14556293773,"",3,68
343,ANT_06012022_covN2_PE-COD,2022-03-15 10:00:18,2022-01-10,2022-01-10,liquid,23573407601,"",9,68
344,VAT_07102021_covE,,2021-10-07,2021-10-07,liquid,2100.0,"",2,138
345,ANT_07102021_covN2,,2021-10-07,2021-10-07,liquid,2090.0,"",1,137
346,PAR_07102021_covN2,,2021-10-07,2021-10-07,liquid,4930.0,"",1,140
347,PAF_07102021_covN2,,2021-10-07,2021-10-07,liquid,10710.0,"",1,136
348,PAF_27012022_covE_gc/L,2022-02-11 11:43:54,2022-01-31,2022-01-31,liquid,51760.0,"",2,72
349,PAR_07102021_covE,,2021-10-07,2021-10-07,liquid,3710.0,"",2,140
350,PAF_27012022_covN2_gc/L,2022-02-11 11:43:54,2022-01-31,2022-01-31,liquid,110355.0,"",1,72
351,ANT_07102021_covE,,2021-10-07,2021-10-07,liquid,4820.0,"",2,137
352,VAT_14022022_covE_gc/L,2022-02-18 10:52:58,2022-02-14,2022-02-14,liquid,89440.0,"",2,132
353,LIM_07102021_covE,,2021-10-07,2021-10-07,liquid,7140.0,"",2,135
354,PAF_07102021_covE,,2021-10-07,2021-10-07,liquid,9610.0,"",2,136
355,VAT_14022022_covN2_gc/L,2022-02-18 10:52:58,2022-02-14,2022-02-14,liquid,62105.0,"",1,132
356,VAT_21022022_covE_gc/L,2022-02-24 11:12:32,2022-02-21,2022-02-21,liquid,62180.0,"",2,114
357,AYI_07102021_covE,,2021-10-07,2021-10-07,liquid,11410.0,"",2,139
358,LAR_07102021_covE,,2021-10-07,2021-10-07,liquid,15680.0,"",2,134
359,VAT_21022022_covN2_gc/L,2022-02-24 11:12:32,2022-02-21,2022-02-21,liquid,16100.0,"",1,114
360,LIM_07102021_covN2,,2021-10-07,2021-10-07,liquid,14060.0,"",1,135
361,AYI_07102021_covN2,,2021-10-07,2021-10-07,liquid,16059.999999999998,"",1,139
362,LAR_07102021_covN2,,2021-10-07,2021-10-07,liquid,31540.0,"",1,134
363,VAT_11102021_covN2,,2021-10-11,2021-10-11,liquid,1090.0,"",1,145
364,PAF_11102021_covE,,2021-10-11,2021-10-11,liquid,2430.0,"",2,143
365,PAF_11102021_covN2,,2021-10-11,2021-10-11,liquid,2590.0,"",1,143
366,ANT_11102021_covN2,,2021-10-11,2021-10-11,liquid,6360.0,"",1,144
367,LAR_11102021_covN2,,2021-10-11,2021-10-11,liquid,12150.0,"",1,141
368,LAR_15112021_covE_PE-COD,2022-02-28 14:34:32,2021-11-15,2021-11-15,liquid,745127720,"",3,216
369,VAT_11102021_covE,,2021-10-11,2021-10-11,liquid,4720.0,"",2,145
370,LIM_11102021_covE,,2021-10-11,2021-10-11,liquid,4960.0,"",2,142
371,LAR_15112021_covN2_PE-COD,2022-02-28 14:34:32,2021-11-15,2021-11-15,liquid,1540208136.2,"",9,216
372,ANT_11102021_covE,,2021-10-11,2021-10-11,liquid,8450.0,"",2,144
373,LAR_11102021_covE,,2021-10-11,2021-10-11,liquid,14870.0,"",2,141
374,LAR_16122021_covE_PE-COD,2022-02-28 15:19:27,2021-12-20,2021-12-20,liquid,1094778481,"",3,278
375,PAR_24012022_covE,2022-02-01 15:54:21,2022-01-25,2022-01-25,liquid,143110.0,"",2,57
376,PAR_24012022_covN2,2022-02-01 15:54:21,2022-01-25,2022-01-25,liquid,86980.0,"",1,57
377,LAR_16122021_covN2_PE-COD,2022-02-28 15:19:27,2021-12-20,2021-12-20,liquid,6718354430.4,"",9,278
378,AYI_20012022_covE,2022-02-01 15:55:35,2022-01-21,2022-01-21,liquid,98895.0,"",2,115
379,AYI_20012022_covN2,2022-02-01 15:55:35,2022-01-21,2022-01-21,liquid,123650.0,"",1,115
380,ANT_21102021_covE_PE-COD,2022-02-28 15:57:01,2021-10-25,2021-10-25,liquid,1295463659,"",3,175
381,ANT_21102021_covN2_PE-COD,2022-02-28 15:57:01,2021-10-25,2021-10-25,liquid,1390714286,"",9,175
382,ANT_11112021_covE_PE-COD,2022-02-28 16:09:48,2021-11-15,2021-11-15,liquid,1618134921,"",3,61
383,ANT_11112021_covN2_PE-COD,2022-02-28 16:09:48,2021-11-15,2021-11-15,liquid,4651719577,"",9,61
384,VAT_28102021_covE_PE-COD,2022-03-01 15:22:12,2021-11-01,2021-11-01,liquid,3095146727,"",3,188
385,VAT_28102021_covN2_PE-COD,2022-03-01 15:22:12,2021-11-01,2021-11-01,liquid,7871331828,"",9,188
386,VAT_25112021_covE_PE-COD,2022-03-01 16:47:54,2021-11-29,2021-11-29,liquid,1419675090,"",3,233
387,VAT_25112021_covN2_PE-COD,2022-03-01 16:47:54,2021-11-29,2021-11-29,liquid,4705776173,"",9,233
388,VAT_24012022_covE_PE-COD,2022-03-01 17:10:07,2022-01-24,2022-01-24,liquid,26211221122,"",3,56
389,VAT_24012022_covN2_PE-COD,2022-03-01 17:10:07,2022-01-24,2022-01-24,liquid,8884405941,"",9,56
390,PAF_18102021_covE_PE-COD,2022-03-03 09:15:37,2021-10-18,2021-10-18,liquid,1256138107,"",3,113
391,PAF_09122021_covE_PE-COD,2022-03-03 09:31:04,2021-12-13,2021-12-13,liquid,3786492375,"",3,266
392,PAF_09122021_covN2_PE-COD,2022-03-03 09:31:04,2021-12-13,2021-12-13,liquid,2615795207,"",9,266
393,PAF_31012022_covE_PE-COD,2022-03-03 09:48:54,2022-01-31,2022-01-31,liquid,9247886029,"",3,128
394,PAF_31012022_covN2_PE-COD,2022-03-03 09:48:54,2022-01-31,2022-01-31,liquid,18645404412,"",9,128
395,PAF_18102021_covN2_PE-COD,2022-03-03 09:15:37,2021-10-18,2021-10-18,liquid,1193964194,"",9,113
396,PAF_31012022_covE_gc/L,2022-02-11 11:44:49,2022-01-31,2022-01-31,liquid,45735.0,"",2,128
397,PAF_31012022_covN2_gc/L,2022-02-11 11:44:49,2022-01-31,2022-01-31,liquid,92210.0,"",1,128
398,PAF_10022022_covE_gc/L,2022-02-18 10:54:00,2022-02-14,2022-02-14,liquid,130550.0,"",2,24
399,PAF_10022022_covN2_gc/L,2022-02-18 10:54:00,2022-02-14,2022-02-14,liquid,160050.0,"",1,24
400,PAF_17022022_covE_gc/L,2022-02-24 11:18:28,2022-02-21,2022-02-21,liquid,161300.0,"",2,28
401,PAF_17022022_covN2_gc/L,2022-02-24 11:18:28,2022-02-21,2022-02-21,liquid,94500.0,"",1,28
402,LAR_18112021_covE_PE-COD,2022-02-28 14:35:15,2021-11-22,2021-11-22,liquid,91170097.5,"",3,223
403,LAR_18112021_covN2_PE-COD,2022-02-28 14:35:15,2021-11-22,2021-11-22,liquid,116793066.1,"",9,223
404,LAR_20122021_covE_PE-COD,2022-02-28 15:20:11,2021-12-20,2021-12-20,liquid,5870619946.1,"",3,285
405,LAR_20122021_covN2_PE-COD,2022-02-28 15:20:11,2021-12-20,2021-12-20,liquid,14128032345,"",9,285
406,ANT_25102021_covE_PE-COD,2022-02-28 15:58:00,2021-10-25,2021-10-25,liquid,359619579,"",3,182
407,ANT_25102021_covN2_PE-COD,2022-02-28 15:58:00,2021-10-25,2021-10-25,liquid,623197026,"",9,182
408,ANT_15112021_covE_PE-COD,2022-02-28 16:10:23,2021-11-15,2021-11-15,liquid,545182482,"",3,211
409,ANT_15112021_covN2_PE-COD,2022-02-28 16:10:23,2021-11-15,2021-11-15,liquid,1608917275,"",9,211
410,VAT_01112021_covE_PE-COD,2022-03-01 15:23:01,2021-11-01,2021-11-01,liquid,9586717752,"",3,193
411,VAT_01112021_covN2_PE-COD,2022-03-01 15:23:01,2021-11-01,2021-11-01,liquid,8792975734,"",9,193
412,VAT_02122021_covE_PE-COD,2022-03-01 16:54:39,2021-12-06,2021-12-06,liquid,1154022512,"",3,247
413,VAT_02122021_covN2_PE-COD,2022-03-01 16:54:39,2021-12-06,2021-12-06,liquid,6307405213,"",9,247
414,VAT_27012022_covE_PE-COD,2022-03-01 17:11:12,2022-01-31,2022-01-31,liquid,13485526316,"",3,127
415,VAT_27012022_covN2_PE-COD,2022-03-01 17:11:12,2022-01-31,2022-01-31,liquid,22640789474,"",9,127
416,PAR_20122021_covE_PE-COD,2022-03-08 12:52:47,2021-12-20,2021-12-20,liquid,75782074,"",3,284
417,PAF_13122021_covE_PE-COD,2022-03-03 09:32:03,2021-12-13,2021-12-13,liquid,4679948586,"",3,273
418,PAF_13122021_covN2_PE-COD,2022-03-03 09:32:03,2021-12-13,2021-12-13,liquid,2105269923,"",9,273
419,PAR_07102021_covE_PE-COD,2022-03-03 09:50:50,2021-10-11,2021-10-11,liquid,570307692,"",3,140
420,PAF_24022022_covE_gc/L,2022-03-03 10:58:55,2022-02-28,2022-02-28,liquid,73220.0,"",2,150
421,PAF_24022022_covN2_gc/L,2022-03-03 10:58:55,2022-02-28,2022-02-28,liquid,66920.0,"",1,150
422,AYI_29112021_covE_PE-COD,2022-03-03 13:37:15,2021-11-29,2021-11-29,liquid,348507937,"",3,241
423,AYI_29112021_covN2_PE-COD,2022-03-03 13:37:15,2021-11-29,2021-11-29,liquid,5692063492,"",9,241
424,PAF_21102021_covN2_PE-COD,2022-03-03 09:16:41,2021-10-25,2021-10-25,liquid,1425946215,"",9,174
425,PAF_21102021_covE_PE-COD,2022-03-03 09:16:41,2021-10-25,2021-10-25,liquid,454681275,"",3,174
426,PAR_07102021_covN2_PE-COD,2022-03-03 09:50:50,2021-10-11,2021-10-11,liquid,758615385,"",9,140
427,LAR_14022022_covE_PE-COD,2022-03-08 11:32:07,2022-02-14,2022-02-14,liquid,21985333333,"",3,76
428,LAR_14022022_covN2_PE-COD,2022-03-08 11:32:07,2022-02-14,2022-02-14,liquid,32095555556,"",9,76
429,AYI_20012022_covE_PE-COD,2022-03-08 12:06:48,2022-01-24,2022-01-24,liquid,36021357616,"",3,115
430,AYI_20012022_covN2_PE-COD,2022-03-08 12:06:48,2022-01-24,2022-01-24,liquid,45038079470,"",9,115
431,PAR_28102021_covE_PE-COD,2022-03-08 12:31:52,2021-11-01,2021-11-01,liquid,12344613260,"",3,85
432,PAR_28102021_covN2_PE-COD,2022-03-08 12:31:52,2021-11-01,2021-11-01,liquid,7043646409,"",9,85
433,PAR_20122021_covN2_PE-COD,2022-03-08 12:52:47,2021-12-20,2021-12-20,liquid,375623902,"",9,284
434,PAR_03022022_covE_PE-COD,2022-03-08 13:05:23,2022-02-07,2022-02-07,liquid,40551245552,"",3,10
435,PAR_03022022_covN2_PE-COD,2022-03-08 13:05:23,2022-02-07,2022-02-07,liquid,63416370107,"",9,10
436,LAR_03032022_covE_gc/L,2022-03-11 11:50:42,2022-03-08,2022-03-08,liquid,97950.0,"",2,34
437,LAR_03032022_covN2_gc/L,2022-03-11 11:50:42,2022-03-08,2022-03-08,liquid,68490.0,"",1,34
438,VAT_03032022_covE_gc/L,2022-03-11 12:09:48,2022-03-08,2022-03-08,liquid,45590.0,"",2,35
439,VAT_03032022_covN2_gc/L,2022-03-11 12:09:48,2022-03-08,2022-03-08,liquid,99730.0,"",1,35
440,ANT_10012022_covE_PE-COD,2022-03-15 10:01:04,2022-01-10,2022-01-10,liquid,23797262047,"",3,121
441,ANT_10012022_covN2_PE-COD,2022-03-15 10:01:04,2022-01-10,2022-01-10,liquid,19190369740,"",9,121
442,ANT_21022022_covE_PE-COD,2022-03-15 10:17:49,2022-02-21,2022-02-21,liquid,8404433498,"",3,112
443,ANT_21022022_covN2_PE-COD,2022-03-15 10:17:49,2022-02-21,2022-02-21,liquid,10670812808,"",9,112
444,VAT_28022022_covE_PE-COD,2022-03-15 10:50:01,2022-02-28,2022-02-28,liquid,6201775956,"",3,91
445,VAT_28022022_covN2_PE-COD,2022-03-15 10:50:01,2022-02-28,2022-02-28,liquid,11411748634,"",9,91
446,PAR_27012022_covE_gc/L,2022-02-11 11:46:07,2022-01-31,2022-01-31,liquid,56685.0,"",2,20
447,PAR_27012022_covN2_gc/L,2022-02-11 11:46:07,2022-01-31,2022-01-31,liquid,69765.0,"",1,20
448,PAF_14022022_covE_gc/L,2022-02-18 10:54:47,2022-02-14,2022-02-14,liquid,54730.0,"",2,78
449,PAF_14022022_covN2_gc/L,2022-02-18 10:54:47,2022-02-14,2022-02-14,liquid,125810.0,"",1,78
450,PAF_21022022_covE_gc/L,2022-02-24 11:23:37,2022-02-21,2022-02-21,liquid,104760.0,"",2,83
451,PAF_21022022_covN2_gc/L,2022-02-24 11:23:37,2022-02-21,2022-02-21,liquid,68475.0,"",1,83
452,LAR_23122021_covE_PE-COD,2022-02-28 15:36:58,2021-12-27,2021-12-27,liquid,6252010723.9,"",3,292
453,LAR_23122021_covN2_PE-COD,2022-02-28 15:36:58,2021-12-27,2021-12-27,liquid,8611260053.6,"",9,292
454,ANT_18112021_covE_PE-COD,2022-02-28 16:11:14,2021-11-22,2021-11-22,liquid,6387394958,"",3,219
455,ANT_18112021_covN2_PE-COD,2022-02-28 16:11:14,2021-11-22,2021-11-22,liquid,5030882353,"",9,219
456,VAT_06122021_covE_PE-COD,2022-03-01 16:55:09,2021-12-06,2021-12-06,liquid,1895394007,"",3,254
457,VAT_06122021_covN2_PE-COD,2022-03-01 16:55:09,2021-12-06,2021-12-06,liquid,4987846837,"",9,254
458,VAT_31012022_covE_PE-COD,2022-03-01 17:12:12,2022-01-31,2022-01-31,liquid,17303067485,"",3,19
459,VAT_31012022_covN2_PE-COD,2022-03-01 17:12:12,2022-01-31,2022-01-31,liquid,14139723926,"",9,19
460,PAF_25102021_covE_PE-COD,2022-03-03 09:18:01,2021-10-25,2021-10-25,liquid,2691188119,"",3,181
461,PAF_25102021_covN2_PE-COD,2022-03-03 09:18:01,2021-10-25,2021-10-25,liquid,3422222222,"",9,181
